company,dep_date,arr_date,das,trip,drag,drag_all,drag_date,drag_period,drag_time_s,drag_time_e,time_fished_min,hrs_dec,depth,depth_sd,id_status,com_status,order,family,class,total_catch_cat,total_catch_spp,categories,sci_name,alpha_code,com_name,sample_wt_lbs,total_wt_lbs,cpue
NHS,14/09/2019,19/09/2019,6,6,5,35,17/09/2019,Night,1:15:00 am,5:53:00 am,4:38,4.63,7,Shallow,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,1.5,46.38,10.01727862
NHS,14/09/2019,19/09/2019,6,6,5,35,17/09/2019,Night,1:15:00 am,5:53:00 am,4:38,4.63,7,Shallow,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.32,46.38,10.01727862
NHS,14/09/2019,19/09/2019,6,6,5,35,17/09/2019,Night,1:15:00 am,5:53:00 am,4:38,4.63,7,Shallow,Yes,Yes,Perciformes,Centropomidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Centropomus undecimalis,SNO,Snook 2,0.12,46.38,10.01727862
NHS,14/09/2019,19/09/2019,6,6,5,35,17/09/2019,Night,1:15:00 am,5:53:00 am,4:38,4.63,7,Shallow,Yes,Yes,Perciformes,Scombridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Scomberomorus brasiliensis,BRS,Spanish mackerel,0.01,46.38,10.01727862
NHS,14/09/2019,19/09/2019,6,6,5,35,17/09/2019,Night,1:15:00 am,5:53:00 am,4:38,4.63,7,Shallow,Yes,No,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa spinifer,EAH,Specule anchovy,0.01,46.38,10.01727862
NHS,14/09/2019,19/09/2019,6,6,5,35,17/09/2019,Night,1:15:00 am,5:53:00 am,4:38,4.63,7,Shallow,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.06,46.38,10.01727862
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,0.15,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Colomesus psittacus,KOP,Banded puffer,0.21,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,4,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Polymixiiformes,Polymixiidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Polymixia lowei,NA,Beard fish,0.04,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,0.2,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.27,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,0.21,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,4.5,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,1.02,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,1.3,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.03,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Decapoda,Aethridae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus pudibundus,HUY,Flecked box crab,0.03,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,1,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,0.5,8.76,2.287206266
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.03,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Perciformes,Carangidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Selene brownii,LNW,Moonfish,0.06,1.09,0.2845953
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa mitchilli,ANB,Negli,0.15,2.63,0.686684073
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,46.38,12.10966057
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.08,1.31,0.342036554
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,2,35.03,9.146214099
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,195,50.91383812
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,0.6,10.51,2.744125326
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Rajiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis geijskesi,RDJ,Sharpsnout stingray,0.3,5.25,1.37075718
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.23,4.03,1.052219321
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Shorthead drum,0.8,14.01,3.657963446
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.31,5.43,1.417754569
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.14,2.45,0.639686684
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Myliobatiformes,Urotrygonidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Urotrygon microphthalmum,JUM,Smalleyed round stingray,0.33,5.78,1.509138381
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,Yes,Perciformes,Scombridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Scomberomorus brasiliensis,BRS,Spanish mackerel,0,0.02,0.005221932
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa spinifer,EAH,Specule anchovy,0.13,2.28,0.595300261
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Decapoda,Inachoididae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Paulita tuberculata,NA,Spider crab,0,0.02,0.005221932
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Sphoeroides testudineus,FDT,Spotted puffer,0.13,2.28,0.595300261
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Teuthida,Loliginidae,Cephalopoda,Discarded catch,Bycatch species,Other,Lolliguncula brevis,IUB,Squid,0.23,4.03,1.052219321
NHS,14/09/2019,19/09/2019,6,6,6,36,18/09/2019,Day,2:10:00 pm,6:00:00 pm,3:50,3.83,7,Shallow,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,3.5,61.3,16.00522193
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,2.3,25.37,6.765333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Colomesus psittacus,KOP,Banded puffer,0.13,1.43,0.381333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,3.3,36.41,9.709333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,0.05,0.55,0.146666667
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,8.5,93.78,25.008
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,1.2,13.24,3.530666667
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,1.2,13.24,3.530666667
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,5,55.16,14.70933333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,8.1,89.36,23.82933333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,7,77.23,20.59466667
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.18,1.99,0.530666667
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,0.8,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.05,0.56,0.149333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa mitchilli,ANB,Negli,0.01,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,0.5,0.133333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,2,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Rajiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis geijskesi,RDJ,Sharpsnout stingray,2.3,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.13,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Shorthead drum,1.2,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.2,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.8,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,1,37,06/10/2019,Night,2:15:00 am,6:00:00 am,3:45,3.75,5,Shallow,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.9,15.59,4.157333333
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Colomesus psittacus,KOP,Banded puffer,0.3,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,11,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Torpediniformes,Narcinidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Narcine brasiliensis,TNA,Brazilian electric stingray,0.7,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,0.6,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,2.5,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,0.7,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,15,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,6,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,10,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,1.12,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0.5,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,2.1,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.1,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Perciformes,Carangidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Selene brownii,LNW,Moonfish,0.03,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,2,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,9,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.3,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.4,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa spinifer,EAH,Specule anchovy,0.2,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Teuthida,Loliginidae,Cephalopoda,Discarded catch,Bycatch species,Other,Lolliguncula brevis,IUB,Squid,0.03,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,2,38,06/10/2019,Day,6:38:00 am,9:38:00 am,3:00,3,5,Shallow,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,1.5,15.59,5.196666667
PSI,05/10/2019,09/10/2019,5,7,3,39,06/10/2019,Day,12:15:00 pm,4:30:00 pm,4:15,4.25,8,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,3,15.59,3.668235294
PSI,05/10/2019,09/10/2019,5,7,3,39,06/10/2019,Day,12:15:00 pm,4:30:00 pm,4:15,4.25,8,Shallow,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Colomesus psittacus,KOP,Banded puffer,0.1,15.59,3.668235294
